sid,freq
8207,27
12829,27
8287,27
26091,27
23975,27
4146,27
19317,27
15872,27
27393,27
14046,27
12554,27
27418,27
25694,27
6094,27
24835,27
5238,27
6726,27
31283,27
7323,27
16363,27
13439,27
3858,27
31290,27
11441,27
30023,27
26640,27
22035,27
12461,27
25550,27
10520,27
26896,27
31893,27
1820,27
8612,27
26089,27
16311,27
9596,27
19160,27
1812,27
24101,27
21136,27
23830,27
13124,27
30126,27
32476,27
15886,27
20247,27
32754,27
23316,27
7762,27
26125,27
4881,27
10006,27
11030,27
22179,27
9508,27
5576,27
24875,27
22688,27
27411,27
22680,27
28974,27
9199,27
22295,27
10358,27
25177,27
22741,27
30149,27
24635,27
4165,27
16973,27
10188,27
15697,27
33586,27
7542,27
6112,27
28440,27
26130,27
13205,27
26857,27
1742,27
9812,27
22470,27
17305,27
22739,27
7537,27
32533,27
1805,27
26698,27
20455,27
10853,27
15698,27
19973,27
32277,27
14798,27
16845,27
8980,27
22650,27
1052,27
21153,27
26773,27
27869,27
21722,27
33541,27
3287,27
3195,27
3668,27
32135,27
22106,27
1232,27
11364,27
15991,27
25460,27
2262,27
32373,27
18885,27
6127,27
10865,27
29055,27
18070,27
22828,27
30646,27
31159,27
987,27
2489,27
23205,27
9183,27
31810,27
19259,27
3572,27
22404,27
17262,27
870,27
14383,27
7500,27
21002,27
6337,27
13046,27
12131,27
601,27
12712,27
27694,27
26519,27
9008,27
14587,27
34246,27
11001,27
7553,27
10545,27
18599,27
23456,27
1788,27
4453,27
10411,27
22774,27
4268,27
21949,27
33733,27
752,27
23270,27
30603,27
30563,27
23332,27
20324,27
22046,27
29881,27
10475,27
26825,27
30479,27
5280,27
7050,27
10863,27
29070,27
27021,27
32764,27
21571,27
5438,27
23028,27
3886,27
28153,27
8159,27
7474,27
3211,27
32151,27
32517,27
15294,27
14726,27
24677,27
32679,27
13847,27
33848,27
5938,27
6102,27
23578,27
25868,27
32251,27
22658,27
21316,27
24104,27
18399,27
19697,27
26100,27
699,27
28265,27
9181,27
5680,27
17904,27
947,27
11451,27
25783,27
6705,27
17573,27
24318,27
24747,27
7864,27
5253,27
1636,27
5695,27
19921,27
31676,27
3113,27
2806,27
3402,27
16351,27
15677,27
8894,27
8873,27
9069,27
18098,27
20147,27
22855,27
10093,27
16113,27
2618,27
33512,27
30520,27
21529,27
17649,27
20285,27
427,27
32996,27
24312,27
23886,27
17580,27
28992,27
8867,27
16179,27
20589,27
11425,27
2555,27
18542,27
23733,27
1160,27
16453,27
6193,27
20560,27
3320,27
34355,27
14289,27
27313,27
13232,27
9345,27
21308,27
2553,27
24319,27
19780,27
5648,27
16565,27
3317,27
12322,27
17453,27
25336,27
9404,27
8601,27
9820,27
1919,27
2120,27
30755,27
1111,27
22345,27
747,27
31526,27
20542,27
10759,27
9922,27
6254,27
9851,27
18627,27
30672,27
10071,27
21601,27
4666,27
5541,27
31600,27
20312,27
9174,27
20383,27
640,27
17927,27
25828,27
5525,27
6108,27
28002,27
21303,27
6974,27
29794,27
31633,27
28587,27
4422,27
11387,27
30306,27
14502,27
15264,27
19290,27
9763,27
1521,27
30772,27
20919,27
20555,27
18902,27
2310,27
13993,27
1643,27
23842,27
11586,27
8461,27
9658,27
2065,27
26848,27
17418,27
26172,27
4561,27
3094,27
4865,27
15736,27
31297,27
18069,27
25394,27
15335,27
11812,27
17883,27
33186,27
14675,27
5832,27
16732,27
14414,27
4557,27
22223,27
8825,27
28291,27
1902,27
19860,27
16464,27
13666,27
15499,27
10055,27
9530,27
3501,26
5083,26
247,26
21080,26
7924,26
1997,26
23419,26
19425,26
16111,26
2993,26
18572,26
6093,26
2630,26
25712,26
17886,26
3550,26
32241,26
11623,26
3339,26
4677,26
24081,26
3559,26
2070,26
29652,26
20733,26
14659,26
19274,26
14355,26
29296,26
27031,26
4734,26
13774,26
30169,26
30982,26
24089,26
30587,26
19086,26
32802,26
32806,26
10360,26
10100,26
34453,26
24349,26
24322,26
31637,26
865,26
6498,26
20446,26
5701,26
2793,26
22135,26
22587,26
31882,26
20538,26
26673,26
10456,26
13790,26
8196,26
23281,26
30455,26
10607,26
584,26
15195,26
15948,26
33954,26
3545,26
29679,26
31085,26
19526,26
13055,26
25045,26
3487,26
6006,26
33659,26
12120,26
21733,26
33040,26
1440,26
17655,26
24328,26
14996,26
30444,26
31375,26
3677,26
23716,26
4338,26
23780,26
28649,26
8423,26
25071,26
6475,26
11216,26
14477,26
19927,26
7113,26
254,26
23667,26
6417,26
8151,26
8722,26
28180,26
21369,26
14299,26
29777,26
17486,26
11736,26
27919,26
27097,26
7517,26
33230,26
4527,26
2632,26
33441,26
32798,26
28301,26
16105,26
3213,26
24393,26
22681,26
3811,26
737,26
1809,26
30861,26
12043,26
20434,26
28907,26
30103,26
9537,26
19423,26
25118,26
7773,26
22740,26
16331,26
16343,26
28612,26
3979,26
2010,26
4447,26
33143,26
24425,26
8561,26
20435,26
34341,26
9463,26
21978,26
3933,26
10700,26
7902,26
8212,26
23801,26
15842,26
9977,26
19545,26
22553,26
34541,26
25587,26
6146,26
15625,26
14750,26
25417,26
17297,26
14975,26
10649,26
5140,26
6681,26
2572,26
32707,26
21532,26
21880,26
17008,26
33739,26
8336,26
32925,26
12025,26
13556,26
23522,26
7530,26
18026,26
2499,26
4801,26
16165,26
11953,26
4085,26
20776,26
29057,26
12714,26
13917,26
28821,26
2160,26
1914,26
28679,26
30634,26
6575,26
22877,26
13609,26
15045,26
19143,26
24590,26
11141,26
27337,26
29531,26
29994,26
4712,26
18733,26
8742,26
13207,26
11181,26
2496,26
29135,26
6747,26
25511,26
20011,26
34468,26
5693,26
27263,26
10745,26
23877,26
32428,26
25237,26
17079,26
19476,26
15641,26
24125,26
1650,26
14520,26
32905,26
14729,26
24703,26
11057,26
3234,26
2258,26
9016,26
28044,26
18233,26
18229,26
25689,26
289,26
28717,26
6988,26
9229,26
3777,26
26725,26
3001,26
11426,26
9091,26
13649,26
5151,26
22415,26
23210,26
2260,26
10170,26
7557,26
27941,26
32689,26
26918,26
9934,26
3270,26
33394,26
15801,26
17481,26
8495,26
34357,26
2716,26
24166,26
30117,26
1451,26
10028,26
22008,26
7685,26
12216,26
11576,26
21337,26
7371,26
19649,26
29533,26
8908,26
9594,26
17845,26
21186,26
24077,26
31320,26
20788,26
5685,26
19246,26
33079,26
19982,26
33914,26
28748,26
33085,26
20277,26
10114,26
26709,26
25889,26
22336,26
20552,26
205,26
16733,26
15138,26
4484,26
33723,26
18732,26
17783,26
23898,26
13650,26
29480,26
7615,26
25895,26
2899,26
2620,26
29617,26
22113,26
6067,26
21933,26
3137,26
11955,26
34430,26
33093,26
3670,26
7036,26
9761,26
1132,26
14523,26
24383,26
17819,26
21455,26
34361,26
19561,26
33722,26
11321,26
11033,26
9650,26
4955,26
13919,26
1529,26
22866,26
23187,26
19389,26
18380,26
28616,26
28554,26
30039,26
18431,26
15283,26
7675,26
31177,26
34151,26
24848,26
23599,26
8305,26
17233,26
13999,26
15180,26
23430,26
6048,26
25705,26
4617,26
28480,26
24681,26
25061,26
8015,26
25138,26
14620,26
7355,26
9792,26
27349,26
25160,26
2871,26
1140,26
3971,26
5851,26
24064,26
33724,26
30194,26
10767,26
17533,26
6466,26
33830,26
5045,26
16057,26
24242,26
34195,26
34261,26
15765,26
20502,26
4377,26
18543,26
11278,26
9638,26
12709,26
14521,26
17682,26
34296,26
18244,26
26439,26
2457,25
12720,25
18636,25
14595,25
2091,25
2296,25
14571,25
11834,25
26039,25
30133,25
32733,25
26577,25
3970,25
32296,25
9921,25
33575,25
22895,25
17124,25
168,25
32673,25
24763,25
18418,25
20220,25
14123,25
5959,25
4933,25
33658,25
5559,25
16260,25
10289,25
5888,25
33507,25
32035,25
8505,25
17340,25
22323,25
19635,25
2577,25
33826,25
33178,25
33743,25
15661,25
25950,25
30572,25
7701,25
4487,25
9764,25
28516,25
423,25
33450,25
9865,25
31525,25
9971,25
20505,25
11319,25
7123,25
83,25
5252,25
31462,25
11341,25
4113,25
23311,25
7805,25
32982,25
9380,25
14225,25
14425,25
28081,25
31115,25
1784,25
13268,25
11566,25
14324,25
6661,25
24705,25
1703,25
9310,25
20013,25
29578,25
12427,25
879,25
26854,25
18087,25
18658,25
9802,25
16024,25
20118,25
27150,25
10882,25
32216,25
6221,25
6069,25
32696,25
29427,25
18942,25
24574,25
16201,25
32508,25
8013,25
4857,25
26442,25
21868,25
26798,25
31050,25
20212,25
26873,25
26274,25
29429,25
21839,25
21129,25
24756,25
6105,25
28912,25
18515,25
34457,25
7332,25
32915,25
16627,25
22124,25
1776,25
12428,25
6244,25
32976,25
1729,25
6897,25
6237,25
23916,25
12796,25
28914,25
30896,25
15949,25
24639,25
28986,25
2146,25
30882,25
1410,25
7992,25
34530,25
15200,25
31996,25
33358,25
29878,25
34278,25
17290,25
9238,25
18911,25
7409,25
9315,25
7268,25
5886,25
1435,25
5192,25
3714,25
27966,25
3238,25
22219,25
19624,25
6468,25
32809,25
5546,25
10438,25
33600,25
29605,25
19567,25
29966,25
8638,25
28341,25
19750,25
34307,25
24095,25
10048,25
18063,25
24845,25
32392,25
8384,25
27239,25
5671,25
2287,25
24930,25
27384,25
20708,25
7816,25
34,25
21284,25
23726,25
25048,25
14690,25
32587,25
10227,25
22893,25
12096,25
7933,25
21311,25
11373,25
13476,25
30975,25
8955,25
9456,25
23171,25
26665,25
31226,25
5807,25
32992,25
17930,25
16863,25
3627,25
28245,25
28665,25
30571,25
28053,25
32496,25
12334,25
27702,25
34133,25
21385,25
34308,25
13743,25
33187,25
31551,25
13920,25
28592,25
31852,25
19984,25
29676,25
7544,25
16744,25
13019,25
22105,25
1887,25
2216,25
7863,25
4427,25
34436,25
13219,25
23658,25
3593,25
17043,25
30485,25
18468,25
33637,25
20452,25
6520,25
15286,25
29639,25
3118,25
2271,25
19673,25
25074,25
113,25
23772,25
12108,25
28540,25
25832,25
28867,25
20420,25
6579,25
24873,25
28693,25
14348,25
29206,25
2960,25
28417,25
3910,25
31101,25
30075,25
4372,25
13259,25
2717,25
22318,25
11661,25
10696,25
4079,25
29714,25
9553,25
33136,25
7170,25
31937,25
27519,25
21580,25
26095,25
23193,25
26262,25
30122,25
10819,25
34544,25
18555,25
522,25
22898,25
24799,25
5203,25
213,25
19689,25
32028,25
12949,25
20189,25
27920,25
7198,25
7255,25
16208,25
5725,25
10929,25
33772,25
31203,25
33027,25
24142,25
13260,25
19355,25
5787,25
11099,25
17868,25
8593,25
21786,25
4832,25
21567,25
349,25
1353,25
9853,25
17321,25
15175,25
30586,25
851,25
5272,25
23697,25
28911,25
33889,25
3523,25
24217,25
9531,25
1749,25
18404,25
30260,25
28641,25
14493,25
3466,25
3361,25
20279,25
31836,25
32561,25
24957,25
10524,25
11470,25
12509,25
23762,25
5133,25
21005,25
13087,25
16510,25
14441,25
9874,25
14092,25
5053,25
15052,25
881,25
2607,25
32832,25
6214,25
18106,25
23341,25
10953,25
26768,25
21098,25
1342,25
19653,25
11579,25
10127,25
31744,25
33049,25
9791,25
24354,25
12817,25
24946,25
15662,25
31615,25
2015,25
13007,25
24080,25
33686,25
30300,25
3447,25
30981,25
31245,25
12600,25
6922,25
13752,25
24730,25
1195,25
32622,25
20673,25
30873,25
14095,25
9950,25
8614,25
16359,25
16766,25
29753,25
4373,25
17980,25
34012,25
17170,25
12218,25
2791,25
6560,25
144,25
2941,25
34504,25
13603,25
20028,25
1148,25
13434,25
14775,25
30879,25
26703,25
17524,25
4556,25
16088,25
30124,25
23789,25
11122,25
5550,24
8816,24
29504,24
7776,24
10072,24
23087,24
24307,24
10158,24
794,24
8473,24
22057,24
30994,24
18323,24
1850,24
6701,24
32217,24
16670,24
1896,24
32284,24
6495,24
25963,24
5955,24
26646,24
12737,24
34062,24
16803,24
9258,24
26761,24
28783,24
12621,24
16491,24
18045,24
24511,24
29227,24
14769,24
25737,24
26745,24
2301,24
15174,24
9052,24
10525,24
21320,24
24685,24
834,24
14144,24
8036,24
23312,24
3191,24
28117,24
12385,24
16146,24
24002,24
8984,24
13134,24
22291,24
9683,24
7193,24
20388,24
12402,24
21322,24
4008,24
24510,24
33624,24
11614,24
18674,24
9314,24
14465,24
11086,24
21265,24
30037,24
29461,24
7769,24
29291,24
3101,24
14686,24
30253,24
5979,24
5159,24
28951,24
25174,24
21831,24
9521,24
9335,24
4374,24
12706,24
18346,24
17446,24
11103,24
19393,24
6423,24
24541,24
26017,24
28976,24
23829,24
9253,24
31491,24
30624,24
33344,24
13958,24
27026,24
19790,24
1642,24
8113,24
11290,24
8448,24
29106,24
24832,24
33246,24
3338,24
22799,24
32193,24
9663,24
18186,24
22628,24
28815,24
24083,24
6741,24
7800,24
30537,24
8545,24
302,24
12382,24
14459,24
27751,24
13863,24
293,24
33620,24
8299,24
533,24
21870,24
14674,24
31026,24
29715,24
13720,24
7278,24
20901,24
19380,24
15616,24
5170,24
21325,24
32092,24
27202,24
14181,24
18339,24
8126,24
21943,24
10582,24
14457,24
976,24
9047,24
11010,24
12132,24
25626,24
31769,24
17188,24
23991,24
30766,24
23903,24
6609,24
1859,24
16814,24
23822,24
13216,24
29530,24
14970,24
27074,24
32658,24
9234,24
811,24
3712,24
16006,24
1827,24
12239,24
33192,24
16816,24
28763,24
1311,24
14664,24
12087,24
17320,24
6251,24
5078,24
11063,24
16122,24
20401,24
33654,24
32559,24
33058,24
18848,24
13445,24
26474,24
85,24
19362,24
11083,24
19540,24
33096,24
30525,24
33204,24
5904,24
14161,24
435,24
32065,24
18676,24
13588,24
14133,24
15405,24
32778,24
20937,24
1956,24
24905,24
6738,24
19206,24
13062,24
27667,24
33552,24
24695,24
9044,24
5958,24
9115,24
21617,24
23498,24
803,24
1340,24
31532,24
10256,24
15272,24
6594,24
6915,24
28633,24
21541,24
9844,24
4124,24
8997,24
20571,24
28585,24
25917,24
13422,24
6908,24
20603,24
33801,24
29132,24
5451,24
31373,24
31171,24
18396,24
421,24
3700,24
2921,24
3207,24
13030,24
7173,24
23920,24
15211,24
22095,24
27513,24
30915,24
5517,24
30959,24
57,24
16972,24
4301,24
663,24
11404,24
22930,24
7843,24
243,24
17145,24
29252,24
15351,24
21972,24
1696,24
14536,24
18801,24
9204,24
17925,24
25280,24
14839,24
27300,24
8386,24
7923,24
28132,24
17099,24
28904,24
8950,24
18100,24
30197,24
26098,24
20322,24
11914,24
18275,24
7326,24
23253,24
1240,24
13300,24
29174,24
6119,24
27334,24
32327,24
137,24
574,24
28839,24
9423,24
19846,24
14037,24
14820,24
31952,24
6338,24
18484,24
17592,24
21139,24
19195,24
3266,24
33148,24
32438,24
18312,24
32495,24
31134,24
31246,24
30415,24
4490,24
23775,24
32236,24
34514,24
23781,24
17040,24
9201,24
11268,24
32224,24
14809,24
12996,24
4776,24
20854,24
3961,24
25254,24
21708,24
2111,24
30710,24
25459,24
24249,24
14824,24
23012,24
19853,24
15058,24
13285,24
8425,24
5779,24
12941,24
30730,24
31448,24
6544,24
6218,24
25340,24
11270,24
29877,24
24090,24
5130,24
21460,24
32811,24
17056,24
29558,24
29752,24
2448,24
25659,24
1395,24
27361,24
15364,24
24303,24
5776,24
4669,24
27339,24
23271,24
34014,24
20871,24
26086,24
29059,24
17280,24
27874,24
9688,24
32850,24
24416,24
12145,24
15764,24
24073,24
6389,24
1694,24
14223,24
11342,24
14198,24
4811,24
8691,24
11764,24
1257,24
13286,24
20694,24
10457,24
29056,24
3568,24
10910,24
16017,24
25484,24
14336,24
26637,24
26092,24
31455,24
30345,24
19623,24
4065,24
29858,24
13537,24
2534,24
33468,24
14310,24
30081,24
14343,24
7223,24
19962,24
2023,24
23747,24
21474,24
11450,24
18656,24
25594,24
8859,24
27092,24
34506,24
5821,24
183,24
8676,24
2750,24
24791,24
12282,24
26265,24
5834,24
33985,24
24236,24
5620,24
14402,24
17918,24
3319,24
30796,24
19967,24
8261,24
9408,24
23931,24
2033,24
21876,24
11665,24
10633,24
3740,24
22603,24
4626,24
21705,24
5495,24
22093,24
13276,24
19849,24
21913,24
14195,24
9900,24
7881,24
28556,24
20218,24
32848,24
4794,24
12341,24
9924,24
34323,24
20033,24
26346,24
15012,24
17390,24
32306,24
25311,24
29857,24
9186,24
4274,24
26686,24
15091,24
17460,24
7734,24
19531,24
16779,24
15763,24
15520,24
18934,24
13010,23
30591,23
4518,23
15629,23
12925,23
21231,23
13398,23
26260,23
26999,23
29073,23
33378,23
12744,23
17553,23
1924,23
25940,23
21400,23
23872,23
11249,23
4937,23
15517,23
5112,23
20601,23
22843,23
16690,23
12917,23
23828,23
5812,23
10849,23
3709,23
16697,23
27886,23
10699,23
2831,23
31926,23
24291,23
6000,23
3475,23
9077,23
30445,23
2419,23
10919,23
20779,23
16696,23
6650,23
2824,23
11800,23
34232,23
27168,23
33388,23
20453,23
13982,23
32818,23
27049,23
6927,23
34391,23
30602,23
27353,23
4598,23
34178,23
7793,23
32460,23
17424,23
30652,23
25345,23
29419,23
31727,23
28931,23
6374,23
16536,23
17665,23
7259,23
9673,23
7251,23
8070,23
7690,23
30792,23
3562,23
19488,23
5653,23
9485,23
29645,23
15038,23
25861,23
19440,23
27152,23
14487,23
21825,23
9876,23
27370,23
14730,23
33129,23
7653,23
11568,23
34294,23
32654,23
29202,23
32259,23
1813,23
13368,23
32779,23
7575,23
32083,23
19657,23
25595,23
24223,23
26280,23
33858,23
6938,23
11960,23
5004,23
13531,23
27032,23
12274,23
18589,23
19283,23
700,23
26565,23
24046,23
27769,23
19628,23
13084,23
3446,23
22684,23
23063,23
10000,23
5190,23
7959,23
24191,23
33694,23
3289,23
8253,23
33850,23
32634,23
33911,23
3381,23
15781,23
10974,23
16261,23
26162,23
29568,23
27578,23
17974,23
1442,23
30153,23
21200,23
21986,23
11999,23
7258,23
11487,23
4378,23
28233,23
16778,23
33966,23
24524,23
31041,23
32871,23
968,23
33291,23
1869,23
5967,23
29866,23
16145,23
20176,23
15473,23
4759,23
6031,23
25111,23
8467,23
16596,23
9329,23
26730,23
19516,23
23357,23
17998,23
24527,23
7177,23
4411,23
18774,23
17172,23
28888,23
6458,23
34152,23
9532,23
1698,23
19782,23
2640,23
17890,23
3808,23
11069,23
32904,23
33963,23
9938,23
13922,23
2234,23
4523,23
33615,23
27585,23
31488,23
10122,23
24163,23
30619,23
8520,23
9627,23
15624,23
17098,23
32080,23
5856,23
1941,23
28418,23
20042,23
31550,23
25704,23
34316,23
27592,23
21844,23
5395,23
32250,23
21513,23
6050,23
3770,23
20003,23
21657,23
25878,23
3019,23
8471,23
7054,23
10157,23
19325,23
12636,23
5703,23
525,23
19838,23
13529,23
18529,23
7961,23
2962,23
3347,23
13620,23
23353,23
13282,23
5305,23
19370,23
7514,23
8317,23
27475,23
22809,23
19069,23
6266,23
9407,23
13221,23
15268,23
26782,23
28774,23
30425,23
26340,23
32601,23
24742,23
8017,23
7857,23
17952,23
1594,23
20908,23
16885,23
19139,23
6554,23
15110,23
34253,23
19924,23
24774,23
5359,23
31076,23
32619,23
33207,23
27607,23
12395,23
5356,23
30944,23
10346,23
27785,23
30971,23
7639,23
20783,23
11499,23
34320,23
3251,23
4575,23
8040,23
7127,23
24964,23
16636,23
30917,23
16650,23
18698,23
26220,23
32801,23
34375,23
27383,23
2078,23
19448,23
15721,23
15828,23
16041,23
2341,23
25559,23
10340,23
21689,23
32207,23
26252,23
4540,23
30946,23
3202,23
30254,23
33302,23
4273,23
28624,23
10381,23
19457,23
14178,23
3200,23
5503,23
14840,23
31189,23
30542,23
27814,23
22346,23
10884,23
23792,23
24542,23
1674,23
10414,23
328,23
6076,23
29079,23
513,23
393,23
20468,23
22886,23
8994,23
19085,23
29438,23
23700,23
17971,23
15314,23
687,23
32691,23
7928,23
8644,23
30289,23
12493,23
33516,23
8440,23
7077,23
16943,23
22714,23
24396,23
11281,23
3824,23
22571,23
4094,23
28873,23
28052,23
14077,23
12762,23
4850,23
18343,23
34101,23
10704,23
8108,23
8518,23
13514,23
9327,23
9779,23
18249,23
23006,23
20334,23
10831,23
2691,23
892,23
34184,23
7303,23
31559,23
32075,23
24494,23
23229,23
11514,23
32618,23
9749,23
11839,23
10341,23
25928,23
2857,23
22562,23
6660,23
27673,23
31623,23
9030,23
10234,23
1916,23
24624,23
13697,23
5833,23
12524,23
23541,23
27434,23
379,23
25867,23
33834,23
8357,23
19414,23
14230,23
4571,23
32860,23
24075,23
22985,23
12034,23
22747,23
11094,23
24943,23
30319,23
24672,23
31362,23
32680,23
12804,23
29060,23
1080,23
510,23
19641,23
25355,23
26483,23
20326,23
33795,23
32113,23
8575,23
6277,23
16186,23
26138,23
17025,23
3617,23
3337,23
24495,23
19331,23
16029,23
30968,23
24568,23
14711,23
18462,23
14864,23
31808,23
15338,23
21479,23
2743,23
33496,23
1325,23
19713,23
26955,23
19079,23
14927,23
11679,23
33423,23
10394,23
12140,23
24205,23
22892,23
32690,23
30905,23
23619,23
28464,23
29028,23
12531,23
17946,23
15187,23
9236,23
23509,23
24778,23
17755,23
1269,23
13051,23
17839,23
3818,23
3604,23
10125,23
5028,23
29833,23
624,23
16825,23
13113,23
34533,23
33943,23
9784,23
1343,23
7190,23
12540,23
22154,23
29006,23
16213,23
3902,23
7164,23
26501,23
26240,23
24417,23
2141,23
24586,23
10820,23
14085,23
18855,23
9141,23
26033,23
34257,23
27403,23
27376,23
11559,23
22018,23
562,23
20377,23
7548,23
21260,23
11853,23
21647,23
564,23
26808,23
28924,23
11255,23
23132,23
26891,23
4948,23
9070,23
3055,23
577,23
33871,23
20354,23
27940,23
17137,23
1102,23
23482,23
7149,23
20440,23
19912,23
22263,23
11416,22
15342,22
29105,22
26219,22
20805,22
14767,22
5231,22
2328,22
11931,22
10631,22
27332,22
27486,22
2961,22
19902,22
23235,22
24780,22
23565,22
18624,22
12345,22
15873,22
2431,22
34158,22
2394,22
14637,22
19937,22
2646,22
8563,22
24489,22
13357,22
1427,22
11670,22
6344,22
26778,22
30767,22
28795,22
26030,22
28455,22
4765,22
6812,22
18429,22
21095,22
3735,22
29501,22
7550,22
28,22
11468,22
7972,22
16528,22
33,22
24085,22
28310,22
212,22
7281,22
24063,22
16171,22
8729,22
16039,22
5561,22
11243,22
11091,22
7468,22
3794,22
13081,22
11381,22
33094,22
26642,22
18869,22
27215,22
33194,22
11132,22
7034,22
4910,22
9811,22
13080,22
29285,22
24410,22
31606,22
7475,22
12971,22
3650,22
22823,22
7457,22
8273,22
24034,22
6126,22
2490,22
722,22
33874,22
26628,22
22502,22
32865,22
7043,22
31659,22
3651,22
34608,22
29155,22
17888,22
6154,22
24925,22
3966,22
24039,22
3053,22
13290,22
4294,22
6592,22
32034,22
4208,22
2498,22
1823,22
14445,22
20342,22
28772,22
13654,22
21476,22
1569,22
30583,22
6450,22
17196,22
29846,22
33078,22
17917,22
14033,22
28085,22
19477,22
18356,22
19141,22
21661,22
1960,22
13392,22
518,22
29085,22
10621,22
23946,22
11289,22
27739,22
16944,22
18071,22
20448,22
25383,22
19007,22
20243,22
14275,22
34570,22
1989,22
24610,22
6087,22
22565,22
29972,22
25186,22
31528,22
21498,22
4498,22
20606,22
2210,22
31118,22
33295,22
501,22
12966,22
14491,22
7361,22
29201,22
29896,22
28719,22
32170,22
16919,22
20475,22
16970,22
29238,22
16155,22
15743,22
9605,22
27774,22
7148,22
29379,22
20258,22
23319,22
24184,22
7327,22
34524,22
12084,22
34001,22
4083,22
11929,22
6263,22
7362,22
15135,22
9737,22
21181,22
6610,22
23912,22
22591,22
8752,22
4048,22
11666,22
2188,22
28977,22
5156,22
22082,22
17438,22
30686,22
26651,22
14221,22
23230,22
11317,22
31973,22
34094,22
27602,22
4192,22
3121,22
1165,22
31296,22
12673,22
34095,22
30395,22
10043,22
6401,22
18760,22
16409,22
23175,22
23995,22
3429,22
6274,22
3393,22
25448,22
14005,22
24113,22
30474,22
5513,22
33948,22
10316,22
3400,22
26849,22
73,22
31775,22
31809,22
25628,22
32912,22
32386,22
6325,22
6142,22
4261,22
4579,22
316,22
31492,22
19911,22
3460,22
16692,22
19266,22
11534,22
8715,22
11636,22
31782,22
12411,22
353,22
2400,22
2193,22
22932,22
4521,22
23628,22
28724,22
7236,22
27138,22
4109,22
14772,22
24839,22
34093,22
33264,22
22940,22
32007,22
8429,22
7069,22
407,22
12234,22
16883,22
4277,22
9849,22
9354,22
3041,22
5285,22
15884,22
11938,22
19169,22
17384,22
32256,22
19203,22
6284,22
8565,22
29804,22
13580,22
32316,22
18460,22
918,22
19109,22
21981,22
7930,22
27634,22
3603,22
29776,22
3947,22
5878,22
20536,22
26786,22
30346,22
648,22
15488,22
23392,22
14504,22
8090,22
28039,22
22061,22
5989,22
7307,22
5634,22
28231,22
29002,22
11831,22
7240,22
26813,22
394,22
23181,22
33225,22
9807,22
4740,22
12684,22
29756,22
6618,22
21234,22
8669,22
29250,22
8727,22
7926,22
25930,22
29432,22
24564,22
25044,22
26980,22
31589,22
10492,22
8767,22
588,22
19184,22
30373,22
12363,22
32014,22
4530,22
18340,22
17656,22
5362,22
20036,22
28520,22
877,22
32211,22
18697,22
22795,22
8804,22
11737,22
31187,22
5119,22
31456,22
30279,22
23406,22
8588,22
21633,22
4119,22
20983,22
32163,22
3763,22
7071,22
26531,22
12023,22
431,22
10933,22
24129,22
33164,22
3031,22
11511,22
33315,22
9976,22
29861,22
23170,22
21837,22
33467,22
13387,22
12098,22
6653,22
10297,22
5081,22
11298,22
21589,22
29245,22
24818,22
18007,22
8885,22
24042,22
27845,22
34289,22
15453,22
13317,22
21333,22
33910,22
5510,22
29615,22
20692,22
24559,22
9679,22
3344,22
33895,22
24512,22
28661,22
25650,22
27078,22
18772,22
3896,22
27512,22
34345,22
8714,22
23539,22
18851,22
25401,22
4725,22
30116,22
10615,22
15510,22
12748,22
32361,22
28672,22
18713,22
28419,22
9088,22
33025,22
5264,22
22096,22
31351,22
34378,22
19670,22
17275,22
29636,22
6930,22
16834,22
20999,22
22467,22
29982,22
20381,22
6582,22
122,22
17622,22
25064,22
6670,22
31519,22
3383,22
27255,22
12166,22
15486,22
8383,22
1940,22
24072,22
31543,22
24346,22
23048,22
9699,22
14555,22
23535,22
18793,22
10282,22
5849,22
24504,22
22408,22
27584,22
8929,22
34032,22
9364,22
29851,22
9494,22
8242,22
26740,22
5820,22
29289,22
24833,22
6188,22
13761,22
20595,22
18775,22
9651,22
16093,22
11621,22
15370,22
10873,22
24244,22
30464,22
23859,22
29464,22
7694,22
19557,22
18826,22
3085,22
1561,22
1106,22
3239,22
16204,22
19869,22
33767,22
23734,22
3343,22
7707,22
32411,22
32542,22
30317,22
1810,22
5854,22
5284,22
28363,21
3891,21
31275,21
33190,21
8387,21
14249,21
11936,21
15685,21
24569,21
13346,21
33335,21
28850,21
22176,21
11144,21
28558,21
22711,21
31832,21
27178,21
2371,21
29609,21
8177,21
34465,21
20384,21
32271,21
29357,21
13189,21
3923,21
17088,21
23207,21
7562,21
8353,21
32571,21
21041,21
6027,21
6699,21
3749,21
13894,21
26947,21
31144,21
23592,21
5000,21
12895,21
23885,21
27827,21
4188,21
14320,21
27188,21
21613,21
7082,21
18341,21
2049,21
30381,21
2991,21
5968,21
15861,21
12107,21
10926,21
9123,21
31784,21
16711,21
23366,21
17739,21
9607,21
17559,21
10668,21
5044,21
6236,21
29874,21
5445,21
9206,21
18929,21
2737,21
30095,21
8512,21
34233,21
14323,21
27534,21
5548,21
12457,21
19803,21
5732,21
34132,21
189,21
17215,21
14670,21
1016,21
18877,21
14957,21
9096,21
31521,21
21519,21
20411,21
29606,21
17514,21
25905,21
12111,21
22848,21
27447,21
21074,21
7083,21
1730,21
1871,21
32581,21
13820,21
11776,21
24375,21
18757,21
33958,21
13193,21
19051,21
17331,21
1026,21
