,sid
28494,32
34136,32
20679,32
29286,32
30363,32
24096,32
33675,32
4635,32
31272,32
13580,32
8009,32
32860,32
13961,32
32003,32
2566,32
8692,32
25664,32
30211,32
11823,32
1954,32
20515,32
31451,32
23695,32
1068,32
1282,32
29075,32
12229,32
14848,32
20342,32
414,32
32561,32
21975,32
34388,32
4018,32
339,32
24740,32
26934,32
28330,32
29983,32
9379,32
23118,32
460,32
1703,32
32970,32
10352,32
5285,32
24033,32
25982,32
34540,32
29021,32
23186,32
17634,32
26230,32
15200,32
4548,32
31708,32
11490,32
11369,32
20558,32
7119,32
3952,32
13102,32
3169,32
46,32
15042,32
21084,32
3221,32
27033,32
16804,32
32830,32
33567,32
23780,32
16591,32
16186,32
28136,32
32826,32
21096,32
30132,32
29063,32
32181,32
20066,32
11523,32
20653,32
4512,32
18368,32
21919,32
11839,32
34048,32
12961,32
27524,32
20848,32
27421,32
30422,32
7753,32
20696,32
15650,31
7162,31
33181,31
17299,31
29662,31
27941,31
232,31
4963,31
32238,31
6593,31
23331,31
30263,31
14789,31
21658,31
15536,31
17044,31
28301,31
12076,31
24489,31
31016,31
18451,31
8735,31
668,31
7464,31
17456,31
7973,31
25214,31
9393,31
22754,31
25898,31
33960,31
16111,31
90,31
19086,31
28690,31
16873,31
15475,31
32444,31
31677,31
27642,31
10075,31
11576,31
11714,31
832,31
22445,31
16941,31
32290,31
31536,31
10397,31
6026,31
25128,31
33262,31
18024,31
4704,31
24881,31
32915,31
16593,31
14678,31
423,31
19148,31
6242,31
25800,31
19873,31
19344,31
15686,31
15791,31
27243,31
28267,31
15835,31
18543,31
17606,31
11874,31
30360,31
18240,31
14380,31
722,31
24023,31
12623,31
5669,31
29508,31
14037,31
16932,31
331,31
12612,31
21102,31
25034,31
9950,31
18514,31
4224,31
15667,31
31620,31
28139,31
32086,31
7130,31
15756,31
27593,31
7262,31
10551,31
34329,31
20784,31
6880,31
14134,31
17076,31
994,31
32437,31
24126,31
30082,31
31978,31
30703,31
6844,31
13972,31
29756,31
11927,31
9367,31
22587,31
19331,31
23974,31
19761,31
3588,31
4659,31
3412,31
23766,31
28584,31
3383,31
26156,31
17096,31
33062,31
23252,31
32413,31
8540,31
28096,31
387,31
8937,31
208,31
28641,31
14805,31
19534,31
2718,31
29041,31
5138,31
31873,31
21000,31
5596,31
15338,31
29681,31
27837,31
19839,31
6401,31
12548,31
3048,31
23115,31
5023,31
20938,31
13801,31
21983,31
15365,31
11124,31
13606,31
2412,31
27277,31
26412,31
15376,31
22964,31
10913,31
13254,31
29487,31
10768,31
21887,31
32696,31
18912,31
23475,31
6621,31
12666,31
20044,31
10249,31
440,31
4382,31
21758,31
10481,31
5789,31
2010,31
26613,31
4971,31
27097,31
25695,31
9467,31
19349,31
25976,31
16500,31
11496,31
6896,31
2223,31
32030,31
1620,31
10992,31
7606,31
6070,31
28415,31
18170,31
23805,31
4477,31
1469,31
32756,31
16159,31
22813,31
27764,31
11447,31
9910,31
7071,31
33943,31
25332,31
3144,31
10110,31
4858,31
4051,31
26752,31
16861,31
2221,31
27039,31
1391,31
8262,31
30985,31
13342,31
30808,31
28181,31
24743,31
26891,31
2310,31
249,31
990,31
29994,31
25091,31
2,31
26689,31
18054,31
32539,31
27399,31
19589,31
240,31
20953,31
14907,31
4532,31
1674,31
29814,31
24193,31
12421,30
30200,30
12329,30
30748,30
5435,30
8197,30
23130,30
16373,30
8567,30
6452,30
4707,30
14390,30
19058,30
25071,30
3168,30
11948,30
19741,30
5152,30
28306,30
26354,30
9600,30
21964,30
31400,30
12607,30
7849,30
13079,30
6700,30
33886,30
31170,30
21296,30
9927,30
28029,30
6393,30
13745,30
9559,30
1145,30
23512,30
25915,30
5488,30
34115,30
16757,30
7476,30
27547,30
30854,30
13050,30
765,30
25531,30
10667,30
6544,30
22691,30
11024,30
4178,30
10377,30
12661,30
9714,30
22935,30
28404,30
15558,30
4641,30
23032,30
6013,30
19101,30
33555,30
9677,30
22175,30
260,30
21874,30
34138,30
12809,30
6155,30
15983,30
24559,30
24903,30
29445,30
4427,30
1124,30
12226,30
11942,30
427,30
16077,30
23215,30
30242,30
16768,30
17956,30
18036,30
9151,30
27401,30
3986,30
13059,30
21836,30
10498,30
12418,30
19142,30
16494,30
5842,30
19491,30
31424,30
5792,30
24646,30
26888,30
675,30
8803,30
4709,30
18836,30
3792,30
23887,30
13071,30
32006,30
16555,30
15278,30
13634,30
3460,30
13866,30
26513,30
8568,30
32064,30
25307,30
29913,30
768,30
3691,30
24779,30
16271,30
13376,30
19663,30
8725,30
16321,30
32211,30
1944,30
24411,30
12754,30
30187,30
2713,30
32607,30
20418,30
23563,30
33924,30
649,30
6103,30
2146,30
4309,30
22943,30
1479,30
27094,30
4108,30
1910,30
10787,30
11468,30
23708,30
27968,30
21921,30
25410,30
18815,30
25284,30
769,30
21581,30
25601,30
30977,30
18246,30
28745,30
18291,30
8507,30
28379,30
14590,30
27601,30
3886,30
9507,30
22359,30
21434,30
20508,30
11563,30
495,30
16062,30
17194,30
6376,30
17534,30
8799,30
16843,30
11510,30
12917,30
24590,30
3314,30
31316,30
5107,30
20050,30
16505,30
34371,30
4501,30
7100,30
4151,30
29522,30
22590,30
6451,30
17284,30
15075,30
27787,30
5421,30
9063,30
17951,30
4032,30
34020,30
2957,30
4457,30
33701,30
13836,30
22195,30
20144,30
29465,30
11452,30
26677,30
1320,30
29071,30
11117,30
8892,30
12883,30
10835,30
19297,30
10532,30
28854,30
21130,30
15030,30
27263,30
297,30
26091,30
20881,30
15606,30
5482,30
9779,30
33866,30
10632,30
17470,30
15990,30
5469,30
19647,30
20456,30
23394,30
16677,30
26989,30
22551,30
29474,30
21728,30
29816,30
26407,30
24962,30
31423,30
28720,30
14472,30
3361,30
18232,30
2681,30
33918,30
4790,30
4594,30
24084,30
28520,30
27799,30
27582,30
19639,30
4891,30
25325,30
6263,30
6845,30
25209,30
27221,30
15891,30
23911,30
25,30
1439,30
31360,30
17880,30
27451,30
9860,30
23494,30
30928,30
21510,30
33873,30
9057,30
3550,30
26336,30
21294,30
23600,30
7356,30
18380,30
11419,30
27711,30
21860,30
27808,30
21074,30
24288,30
6369,30
33646,30
12954,30
6488,30
32745,30
5476,30
23450,30
19218,30
18684,30
16533,30
913,30
28692,30
3431,30
28336,30
16550,30
4403,30
14699,30
2515,30
9457,30
33035,30
11449,30
18109,29
19852,29
23208,29
10422,29
25768,29
9596,29
19131,29
17530,29
23750,29
17833,29
20499,29
27506,29
13003,29
27842,29
32930,29
23228,29
20654,29
28673,29
12108,29
14207,29
28150,29
18963,29
19825,29
2889,29
6601,29
20954,29
31149,29
24092,29
26998,29
8869,29
2677,29
10622,29
30094,29
14516,29
28588,29
10061,29
30721,29
22490,29
12469,29
3790,29
3606,29
15319,29
31916,29
1494,29
23679,29
3067,29
31590,29
12110,29
15824,29
21104,29
15545,29
6154,29
29863,29
8731,29
34145,29
9374,29
33148,29
30413,29
6115,29
17274,29
8324,29
8535,29
12313,29
26283,29
15984,29
10345,29
2594,29
34116,29
1055,29
3413,29
10877,29
2508,29
30561,29
6515,29
23177,29
14292,29
2069,29
19556,29
34290,29
32097,29
7178,29
4285,29
26142,29
32208,29
17610,29
6133,29
9053,29
2388,29
32907,29
11137,29
19125,29
19798,29
27458,29
6271,29
352,29
22487,29
5140,29
31097,29
200,29
17222,29
12451,29
32780,29
8035,29
25519,29
2599,29
21873,29
30322,29
30569,29
13772,29
37,29
25543,29
30865,29
22732,29
32249,29
15908,29
19800,29
27848,29
21846,29
8867,29
7137,29
9386,29
21876,29
7702,29
14280,29
15773,29
5655,29
4280,29
14803,29
5458,29
11099,29
26378,29
14,29
11587,29
4906,29
24880,29
12254,29
1339,29
3840,29
5176,29
22829,29
16489,29
7151,29
34602,29
19759,29
29769,29
18147,29
17892,29
4527,29
19466,29
7400,29
9316,29
9308,29
8943,29
11554,29
18521,29
3673,29
27405,29
25989,29
22460,29
17543,29
20902,29
26843,29
32560,29
25690,29
24073,29
29675,29
33071,29
4672,29
30648,29
12419,29
9099,29
28886,29
14772,29
4314,29
26202,29
9872,29
16515,29
25535,29
15109,29
18014,29
22474,29
14046,29
26920,29
29625,29
23611,29
16104,29
8292,29
20950,29
19701,29
14998,29
22454,29
18157,29
13096,29
23096,29
25246,29
20540,29
33197,29
1420,29
30496,29
4684,29
15272,29
16102,29
11063,29
13048,29
1250,29
31979,29
18414,29
7245,29
6963,29
34179,29
18360,29
32807,29
21310,29
27218,29
25396,29
733,29
24806,29
33825,29
10844,29
16842,29
15937,29
7978,29
6441,29
23994,29
26197,29
4676,29
9653,29
4828,29
19747,29
5373,29
29496,29
29631,29
30621,29
33314,29
6705,29
12685,29
25987,29
33760,29
5869,29
15118,29
756,29
8512,29
8773,29
29765,29
5402,29
23368,29
15436,29
13092,29
15417,29
29605,29
20430,29
24524,29
28432,29
4176,29
3315,29
18249,29
12569,29
33551,29
19789,29
20513,29
12942,29
19379,29
27387,29
9197,29
3281,29
4420,29
17817,29
31481,29
12179,29
20554,29
14407,29
34250,29
11400,29
25556,29
26779,29
15416,29
22782,29
29252,29
15970,29
10497,29
2882,29
32063,29
32047,29
28248,29
11535,29
13370,29
20703,29
4588,29
14150,29
6385,29
28270,29
19544,29
3044,29
23095,29
14636,28
11965,28
16171,28
20329,28
32502,28
32626,28
8173,28
743,28
32192,28
6592,28
19120,28
4157,28
31260,28
25427,28
1194,28
8179,28
33648,28
9693,28
17188,28
4498,28
16389,28
10518,28
32184,28
4669,28
25625,28
30718,28
24722,28
8837,28
27889,28
33933,28
21021,28
10910,28
1604,28
14349,28
13027,28
17043,28
8242,28
32131,28
17981,28
2418,28
34259,28
16150,28
20549,28
29985,28
1814,28
27985,28
2015,28
1900,28
5907,28
18997,28
22024,28
4839,28
33199,28
8858,28
5481,28
2182,28
22550,28
28031,28
5993,28
30593,28
18859,28
27475,28
14843,28
10587,28
10613,28
15646,28
8470,28
28926,28
13314,28
31764,28
25279,28
25220,28
18434,28
11785,28
31529,28
790,28
28898,28
21628,28
14098,28
27187,28
9279,28
10759,28
22939,28
6265,28
19818,28
23523,28
17597,28
9654,28
33344,28
5615,28
14984,28
10984,28
16991,28
1462,28
34467,28
19684,28
27326,28
6153,28
22556,28
16464,28
2543,28
5516,28
15595,28
22319,28
14908,28
1142,28
10166,28
6824,28
2341,28
33680,28
23828,28
26011,28
22427,28
10479,28
23714,28
358,28
28161,28
7548,28
15513,28
13671,28
30798,28
26275,28
31462,28
32627,28
20135,28
15890,28
9595,28
15643,28
18662,28
26563,28
594,28
14403,28
14069,28
29782,28
121,28
21353,28
30159,28
22177,28
22617,28
11732,28
7576,28
6541,28
4456,28
26307,28
33379,28
7549,28
23393,28
2129,28
8685,28
12084,28
13778,28
15974,28
7050,28
31716,28
2247,28
15775,28
19869,28
14650,28
26460,28
27638,28
31670,28
21885,28
3271,28
22875,28
31341,28
11367,28
26027,28
5135,28
8337,28
1069,28
3116,28
21129,28
2551,28
25633,28
12614,28
11763,28
26368,28
29762,28
13760,28
20864,28
20686,28
6517,28
3387,28
25288,28
25063,28
7212,28
19573,28
22403,28
25869,28
27147,28
7295,28
26271,28
15164,28
17715,28
24672,28
23385,28
4432,28
1753,28
1582,28
31539,28
12116,28
3810,28
33173,28
2953,28
24408,28
33912,28
30914,28
25497,28
31122,28
21537,28
16450,28
27685,28
9536,28
26333,28
6293,28
9090,28
3735,28
6349,28
23209,28
28199,28
24047,28
22285,28
553,28
34254,28
21539,28
2151,28
14979,28
26954,28
4708,28
20697,28
27716,28
3916,28
8334,28
11981,28
28333,28
20476,28
45,28
19406,28
9132,28
29007,28
15629,28
6479,28
20005,28
14157,28
19784,28
34585,28
10574,28
10729,28
10179,28
17987,28
34197,28
11470,28
26216,28
23256,28
32581,28
921,28
19251,28
1088,28
12875,28
21842,28
13151,28
308,28
5820,28
1726,28
23378,28
24121,28
22072,28
19773,28
6396,28
23726,28
25132,28
2980,28
13619,28
1727,28
16720,28
160,28
11002,28
24714,28
30376,28
23117,28
15665,28
17407,28
32951,28
29470,28
26316,28
19124,28
33294,28
31923,28
9013,28
23285,28
17831,28
34298,28
19991,28
31291,28
13839,28
29302,28
8342,28
30384,28
4556,28
31826,28
30353,28
26117,28
17467,28
24066,28
12984,28
4440,28
7774,28
4574,28
18120,28
4736,28
9011,28
30783,28
12593,28
6878,28
23819,28
12624,28
11176,28
14640,28
4601,28
9112,28
23868,28
31067,28
24786,28
24886,28
25646,28
34508,28
3748,28
4706,28
20863,28
28698,27
25079,27
25666,27
8976,27
32221,27
18367,27
26736,27
20751,27
18357,27
19815,27
13832,27
3656,27
4533,27
1149,27
32429,27
15613,27
16966,27
12149,27
9971,27
10308,27
2063,27
5795,27
11193,27
11343,27
31771,27
13846,27
27915,27
20913,27
7149,27
33537,27
10415,27
23071,27
22787,27
26548,27
4567,27
33511,27
31480,27
30375,27
17330,27
1698,27
1912,27
29454,27
31395,27
21778,27
32513,27
24435,27
14934,27
3514,27
3234,27
9199,27
23815,27
8214,27
12375,27
9078,27
20958,27
3145,27
13291,27
31478,27
169,27
1793,27
33345,27
19954,27
32516,27
22554,27
34591,27
21768,27
13589,27
22395,27
20214,27
11527,27
13723,27
10710,27
29256,27
20037,27
4509,27
3345,27
16362,27
26488,27
27490,27
20949,27
25631,27
15630,27
7244,27
33032,27
6915,27
9803,27
10490,27
25955,27
3664,27
1394,27
1041,27
26549,27
16132,27
12658,27
18699,27
29981,27
33001,27
19418,27
26353,27
29628,27
19108,27
19967,27
13227,27
11486,27
15044,27
13414,27
8642,27
31843,27
33267,27
3118,27
1338,27
32980,27
851,27
21541,27
16587,27
18938,27
4653,27
12841,27
850,27
11065,27
32289,27
28065,27
30661,27
16729,27
2264,27
16693,27
12854,27
16938,27
27683,27
3807,27
22329,27
34032,27
21226,27
6967,27
26452,27
5430,27
19908,27
27448,27
32337,27
11867,27
3617,27
28371,27
30931,27
27627,27
9555,27
17837,27
23548,27
32817,27
24781,27
24553,27
3776,27
19668,27
30831,27
14532,27
12834,27
9017,27
14823,27
21826,27
23596,27
31142,27
18925,27
10454,27
15404,27
14447,27
1067,27
4199,27
5544,27
32360,27
33909,27
19566,27
24911,27
12611,27
23237,27
21101,27
30714,27
22435,27
4819,27
10796,27
8291,27
9940,27
27467,27
3624,27
34523,27
16076,27
8019,27
3273,27
15041,27
14889,27
10041,27
16065,27
26659,27
18654,27
6113,27
23773,27
17734,27
7491,27
8522,27
16356,27
5833,27
24110,27
29163,27
11593,27
844,27
31566,27
26059,27
32250,27
4416,27
2549,27
22626,27
26958,27
24639,27
24658,27
21413,27
8886,27
26468,27
22804,27
16663,27
2070,27
799,27
17340,27
4671,27
61,27
1713,27
1314,27
34405,27
21010,27
15641,27
27768,27
25827,27
13033,27
17127,27
1622,27
3642,27
27875,27
15269,27
25961,27
28795,27
5688,27
18487,27
23647,27
2547,27
32417,27
2068,27
12870,27
20132,27
3154,27
19196,27
27926,27
29166,27
30053,27
959,27
33470,27
20758,27
30564,27
18617,27
32531,27
8784,27
20023,27
11631,27
4589,27
6634,27
12457,27
5873,27
12816,27
9274,27
3944,27
19756,27
2137,27
20333,27
229,27
12002,27
21287,27
1325,27
23613,27
31870,27
15899,27
18890,27
16098,27
33614,27
28728,27
6686,27
32032,27
12319,27
28688,27
30778,27
25032,27
10548,27
1724,27
12475,27
7709,27
25681,27
34594,27
22709,27
18860,27
26853,27
2040,27
27223,27
15840,27
13666,27
15137,27
12860,27
27191,27
31285,27
28014,27
23742,27
29204,27
19475,27
15717,27
13548,27
17938,27
3767,27
25007,27
10300,27
30206,27
12317,27
4392,27
24805,27
1322,27
3937,27
22609,27
13853,27
26840,27
31943,27
20433,27
25750,27
10717,27
7676,27
19103,27
22538,27
17411,27
23705,27
6547,27
15244,27
24534,27
15324,27
25481,27
10118,27
16336,27
22415,27
1427,27
12444,27
28816,27
33808,27
17306,27
30080,27
9094,27
11651,27
11156,27
19848,27
30622,27
31892,27
23693,27
18833,27
7570,27
3226,27
16518,27
11422,27
24065,27
24202,27
27660,27
11777,27
2176,27
31107,27
136,27
5769,27
15879,27
28574,27
2702,27
149,27
22417,27
31602,27
5000,27
24479,27
18050,27
8594,27
33408,27
25050,27
20353,27
21918,27
22158,27
27784,27
32646,27
19341,27
14812,27
17419,27
8340,27
20638,27
10129,27
19828,27
32650,27
22992,27
25476,27
28827,27
20880,27
643,27
26507,27
24986,27
21981,27
8088,27
33296,27
5130,26
29385,26
22162,26
549,26
27462,26
17103,26
9836,26
33496,26
30660,26
28040,26
30404,26
31946,26
27332,26
32356,26
21319,26
1574,26
713,26
22855,26
28995,26
30615,26
25701,26
5620,26
5163,26
33400,26
17967,26
27146,26
34363,26
4011,26
4598,26
28890,26
15059,26
6358,26
26729,26
2092,26
2708,26
6869,26
22519,26
16607,26
20279,26
20883,26
33906,26
28619,26
13412,26
27349,26
24175,26
20461,26
1347,26
24076,26
5579,26
13282,26
16480,26
16782,26
4996,26
9772,26
12622,26
15456,26
30025,26
2660,26
12204,26
11820,26
22234,26
19949,26
28264,26
22924,26
34132,26
17826,26
5153,26
8202,26
7200,26
23047,26
21668,26
19881,26
2001,26
6505,26
3246,26
33201,26
3945,26
118,26
8723,26
4563,26
15888,26
9059,26
9747,26
30233,26
19580,26
27256,26
26076,26
2570,26
18448,26
19642,26
20154,26
18972,26
32872,26
15390,26
18545,26
25968,26
20347,26
11639,26
1404,26
24577,26
2216,26
3597,26
12463,26
8877,26
18838,26
9736,26
9588,26
33679,26
3755,26
22164,26
29840,26
16924,26
12459,26
30234,26
22901,26
30371,26
12775,26
23229,26
16939,26
32895,26
543,26
12232,26
21843,26
11064,26
32353,26
25644,26
7715,26
10276,26
18472,26
28719,26
29231,26
14820,26
34514,26
29847,26
25999,26
26208,26
11303,26
23655,26
17508,26
10857,26
13141,26
19795,26
25107,26
2674,26
4717,26
24081,26
20669,26
33203,26
23740,26
34443,26
1208,26
20842,26
21387,26
7794,26
522,26
29520,26
12164,26
20657,26
8031,26
30546,26
24752,26
28073,26
21934,26
18578,26
2394,26
25699,26
14212,26
5063,26
2021,26
247,26
29827,26
5367,26
22500,26
6036,26
17853,26
26718,26
27776,26
19871,26
26013,26
21578,26
8082,26
10324,26
10820,26
24052,26
6737,26
20888,26
28083,26
32536,26
34567,26
15253,26
2326,26
19383,26
15132,26
3212,26
33949,26
245,26
29234,26
28209,26
24204,26
1265,26
29787,26
3870,26
19591,26
1460,26
33039,26
14104,26
22581,26
29948,26
25061,26
7571,26
1108,26
437,26
18567,26
1820,26
18840,26
13909,26
3866,26
4884,26
6226,26
30081,26
22081,26
16319,26
16965,26
28234,26
2307,26
19211,26
8087,26
9292,26
4865,26
7817,26
29959,26
26087,26
6123,26
16641,26
3562,26
18917,26
11008,26
19212,26
9711,26
34071,26
22287,26
22797,26
18403,26
2630,26
11525,26
19209,26
3655,26
6079,26
7092,26
11752,26
6799,26
24648,26
12693,26
26033,26
31132,26
25216,26
30282,26
8267,26
140,26
20414,26
17307,26
15945,26
30283,26
24347,26
5081,26
15608,26
29953,26
13318,26
13766,26
19755,26
31264,26
34033,26
34338,26
9008,26
31136,26
9956,26
34544,26
26686,26
26942,26
33059,26
26632,26
21561,26
27967,26
29473,26
20026,26
10289,26
13279,26
21819,26
3376,26
12007,26
13622,26
14053,26
27729,26
19469,26
224,26
2611,26
25401,26
15785,26
24368,26
315,26
20980,26
5432,26
3803,26
23704,26
13631,26
1755,26
19513,26
13827,26
24279,26
27856,26
20355,26
22700,26
20692,26
1585,26
25810,26
14484,26
7085,26
20284,26
4317,26
944,26
2276,26
474,26
16008,26
5864,26
9142,26
12525,26
2023,26
34272,26
6201,26
6291,26
14061,26
6064,26
17124,26
18513,26
5687,26
7919,26
22986,26
18149,26
14831,26
10475,26
14627,26
21220,26
21125,26
27950,26
4568,26
21282,26
18823,26
14976,26
19609,26
32314,26
1838,26
31742,26
15586,26
33271,26
14897,26
12072,26
15073,26
27883,26
2444,26
7257,26
4398,26
34551,26
16396,26
8798,26
11188,26
29414,26
13239,26
14124,26
29132,26
18209,26
26002,26
21253,26
18839,26
32428,26
24746,26
18814,26
9336,26
34150,26
15895,26
18548,26
7542,26
18550,26
15524,26
3450,26
8312,26
3444,26
31403,26
25490,26
1551,26
5492,26
9226,26
33972,26
29048,26
21674,26
16556,25
7115,25
7721,25
25224,25
1028,25
32961,25
17954,25
22254,25
12069,25
20110,25
1039,25
33382,25
14118,25
29404,25
20509,25
9117,25
26151,25
1284,25
18975,25
19342,25
1859,25
15031,25
9173,25
304,25
9700,25
15102,25
1200,25
14147,25
23798,25
9219,25
10258,25
5410,25
2821,25
6468,25
17593,25
902,25
26123,25
18106,25
33399,25
32396,25
22406,25
7195,25
8719,25
5599,25
29936,25
28052,25
16622,25
25842,25
8287,25
21703,25
4185,25
9169,25
19008,25
10080,25
17424,25
23074,25
302,25
23059,25
26005,25
25627,25
19161,25
13110,25
26588,25
5220,25
30536,25
3645,25
25890,25
13452,25
15986,25
31390,25
9261,25
24173,25
18030,25
30987,25
12000,25
28451,25
1199,25
11158,25
20075,25
21424,25
18743,25
11937,25
34094,25
34503,25
10690,25
13695,25
26179,25
20109,25
777,25
34393,25
26675,25
33789,25
34418,25
8915,25
19087,25
8724,25
34200,25
21863,25
8092,25
4892,25
4168,25
33662,25
11485,25
22069,25
12687,25
4622,25
17316,25
22103,25
16635,25
2581,25
23299,25
4630,25
17616,25
32234,25
25348,25
12840,25
16287,25
20485,25
30269,25
28513,25
6961,25
32910,25
28707,25
30207,25
7727,25
13914,25
2532,25
34500,25
12100,25
20393,25
11643,25
6008,25
7271,25
24218,25
17575,25
14730,25
13679,25
31494,25
13013,25
8003,25
24016,25
1388,25
19111,25
21140,25
31037,25
11852,25
26995,25
8807,25
831,25
28026,25
12650,25
7847,25
23723,25
19768,25
13937,25
2494,25
11077,25
29503,25
5442,25
11118,25
4384,25
17260,25
5934,25
23728,25
26676,25
12120,25
21085,25
11967,25
4249,25
14213,25
4950,25
12635,25
9748,25
6177,25
8023,25
6689,25
22366,25
27907,25
5824,25
32001,25
10279,25
14570,25
29364,25
24725,25
7367,25
5642,25
28411,25
3613,25
28262,25
5468,25
7712,25
15705,25
10583,25
13349,25
26260,25
23817,25
25438,25
7258,25
9558,25
8101,25
30901,25
3593,25
16106,25
3267,25
17696,25
25801,25
16502,25
18270,25
12221,25
23852,25
4070,25
32701,25
21217,25
26381,25
24732,25
6948,25
17245,25
13290,25
22867,25
25013,25
14943,25
33732,25
28769,25
31490,25
34319,25
6055,25
5390,25
28901,25
29995,25
8970,25
2857,25
27473,25
33452,25
6565,25
32344,25
9138,25
8610,25
8809,25
14933,25
25697,25
5059,25
31155,25
33683,25
33606,25
26411,25
8901,25
18019,25
9327,25
6091,25
7976,25
2250,25
15127,25
17886,25
12135,25
11526,25
20138,25
9933,25
5640,25
33461,25
1699,25
24516,25
18211,25
21383,25
28610,25
33787,25
29648,25
15240,25
22937,25
105,25
24705,25
16631,25
411,25
3622,25
31931,25
16889,25
9822,25
17147,25
15965,25
8931,25
26556,25
10316,25
27370,25
5531,25
4158,25
21066,25
25243,25
10703,25
4425,25
4661,25
16079,25
9675,25
1733,25
12935,25
17768,25
5657,25
17964,25
9511,25
7355,25
2727,25
9619,25
21138,25
24924,25
6952,25
32937,25
28773,25
540,25
22644,25
10350,25
24186,25
17968,25
2347,25
27266,25
14739,25
33715,25
17506,25
16333,25
20777,25
20230,25
22077,25
3734,25
23464,25
27834,25
19924,25
30163,25
2761,25
26299,25
27500,25
24252,25
4712,25
2850,25
31660,25
31086,25
4118,25
5740,25
51,25
1633,25
9853,25
14786,25
8834,25
14346,25
648,25
33575,25
3119,25
27346,25
31541,25
25683,25
6046,25
15929,25
5878,25
34505,25
31824,25
18025,25
27034,25
16771,25
730,25
20651,25
34366,25
19730,25
33856,25
9782,25
31003,25
26834,25
19840,25
18342,25
17828,25
21233,25
6000,25
14511,25
33941,25
18575,25
31954,25
34599,25
18911,25
26090,25
33312,25
2686,25
17723,25
23358,25
25908,25
32636,25
19862,25
14185,25
20250,25
3481,25
13531,25
3602,25
14553,25
13564,25
12760,25
10735,25
10331,25
22950,25
19543,25
11483,25
11739,25
9275,25
22737,25
15348,25
32126,25
13365,25
1090,25
26466,25
12183,25
19157,25
13530,25
13226,25
24989,25
13075,25
23859,25
31185,25
17030,25
23666,25
20714,25
9496,25
9578,25
18443,25
8083,25
30380,25
16990,24
8660,24
15503,24
13018,24
15504,24
4171,24
34462,24
11347,24
5853,24
23147,24
13119,24
19646,24
8286,24
15441,24
6708,24
28487,24
4562,24
2206,24
29710,24
14510,24
30681,24
3339,24
5434,24
22173,24
17547,24
10156,24
21036,24
15415,24
12506,24
20524,24
33445,24
2541,24
14819,24
20630,24
23026,24
1413,24
26347,24
29821,24
5767,24
7193,24
627,24
23233,24
18218,24
27271,24
17070,24
32621,24
19627,24
28203,24
24529,24
4243,24
30018,24
21741,24
8683,24
30610,24
1530,24
19778,24
22682,24
15309,24
22583,24
492,24
10892,24
24571,24
18622,24
14692,24
3072,24
33113,24
26311,24
10224,24
14840,24
12729,24
2406,24
11130,24
1801,24
28491,24
18619,24
22122,24
26474,24
12502,24
15833,24
4113,24
7923,24
14367,24
16912,24
20079,24
27418,24
17190,24
9353,24
32996,24
8080,24
13245,24
23721,24
14737,24
7574,24
31000,24
27976,24
30599,24
28033,24
32586,24
20236,24
4965,24
14825,24
18335,24
25242,24
29000,24
22203,24
28280,24
22097,24
5565,24
17138,24
24944,24
16516,24
11569,24
26637,24
20099,24
4650,24
16893,24
25499,24
4138,24
33772,24
21654,24
5697,24
29223,24
28600,24
31045,24
2928,24
26015,24
7936,24
7769,24
25593,24
9978,24
8115,24
7856,24
10997,24
6514,24
26523,24
18727,24
12512,24
29718,24
20655,24
8954,24
28125,24
523,24
8817,24
206,24
12488,24
12981,24
25175,24
23345,24
29835,24
3719,24
794,24
13453,24
21414,24
21355,24
10079,24
2829,24
4050,24
29388,24
27905,24
20008,24
29643,24
10856,24
17465,24
12773,24
22470,24
28556,24
30105,24
6337,24
8411,24
12009,24
19322,24
22119,24
25714,24
2161,24
20149,24
10238,24
34,24
1938,24
30011,24
3308,24
665,24
13393,24
4699,24
34390,24
18720,24
9299,24
34487,24
31657,24
3877,24
6231,24
1832,24
19415,24
1644,24
21043,24
14573,24
1305,24
15663,24
6518,24
12839,24
9371,24
3895,24
23891,24
14641,24
10911,24
17079,24
27310,24
294,24
20551,24
25267,24
32129,24
30304,24
2590,24
17889,24
4565,24
30713,24
2285,24
13928,24
13337,24
19851,24
21439,24
14909,24
4797,24
15351,24
28768,24
18985,24
27708,24
3598,24
14243,24
23687,24
32515,24
8229,24
18535,24
34190,24
15559,24
22683,24
31682,24
29280,24
30178,24
13372,24
6273,24
26679,24
12348,24
12932,24
26410,24
32690,24
18374,24
26788,24
30408,24
24715,24
26435,24
15238,24
8278,24
1871,24
20685,24
14574,24
24528,24
5626,24
20577,24
34474,24
17148,24
30476,24
23245,24
18324,24
33124,24
12026,24
26495,24
25191,24
27364,24
18698,24
399,24
23876,24
8121,24
25031,24
145,24
26773,24
29613,24
14957,24
2804,24
32213,24
32182,24
16711,24
10000,24
23304,24
17155,24
13341,24
31532,24
23553,24
31616,24
23364,24
10495,24
30083,24
12958,24
12812,24
11750,24
32459,24
29350,24
19185,24
18361,24
11505,24
28604,24
34193,24
18266,24
24689,24
31280,24
16514,24
34056,24
4486,24
6855,24
2437,24
1998,24
7843,24
19045,24
13659,24
21427,24
26065,24
18124,24
12219,24
22669,24
4573,24
21601,24
26665,24
19525,24
34432,24
24051,24
30811,24
1118,24
15375,24
14285,24
27797,24
12212,24
24242,24
28452,24
18891,24
